0x401a9230c7c16504eede2674c44442cf3a8caa930fe693d8d3f1147be8df90bc,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,2798.9,0.466
0xd383fc0dff029933596c5ca30699cb7123f4fe15137f74761140284bfb0979d5,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,27998.9,4.666
0xa7aa0d18bc08df3f11bf701cfbf61eed9cbafc467eba62008ea2a7e5cc4717cb,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,8019,1.337
0x97b89c80f36940ee7e70c9411610f541afb533f40674d8c1622ff6c5c5648a42,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,25206.124,4.201
0x4cebd0949684da8c2f08ad8da4671e0525563a33303a204d5fb3b1fda2efc58b,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,27969.688,4.662
0xa180c193200a3f241b7e601f3123616fa55f032362d2a0c5ab998063a08a0917,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,10164,1.694
0xfb0273e2c1ff3ab07a7ff98bb5606a609b5a79081a9dd0ba42c7950883382e8b,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,58393.56,9.732
0xf93fcbfec8aa48523e9dd4609b0feb7f35a2c07f22cef641ff8bafa175f6aa61,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,11293.9376,1.882
0x7f2a64e6333cef813c4044d9f3a72bdbd7599b99440440a74cefcd002cb4c9a6,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,31989,5.332
0x036706cbccc7df9454ed55080e47c6c9917cd30012988d869ed8b8affee78af3,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,7798.8,1.300
0xb57067e63ee69eedaabb235167d1ea1a4b34065af5e3389c537170bc417ac22f,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,22513.8097,3.752
0x421ad310c9b7f16b2835c38ccf023596205a16dd08b443f3ca82a106097b2b2f,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,16799,2.800
0xe40d3bd4a1f747ba2a0bd7c1473103c93b5ebb3aa8c449a11750cfbd647b7b8e,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,5582.1,0.930
0x570a0f37b428d67458b5bcc4404877a4c10422232ded220c5abf661ba2569c32,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,55998.9,9.333
0x2a6a098e5bb78e516da7669c43a40be22df9282fe4e795bb61c4aaf1f4b5ccea,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,5597,0.933
0xd34ac2e8290fd207742d6126522ed36b8f5c75605f6348913717d5fa969477a6,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,499,0.083
0xc9ee336353f35362dd7a0ca7a10a606c7b98212709354b49fe72cda5f690a288,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,11198.9,1.866
0x8631e8181964713cd23b876a02b016537a32f401eea2f5074da86a7c72861dd5,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,16798,2.800
0x49ada25648d620aa3e2820fa8b904c9c9b1f9d135fade3f47ea8a5caa1b6aa18,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,514348.48,85.725
0xf3d4ee82a9e32e97ace1e980645d8fd165f0d5d31f393a7f3bbad0d5c0198257,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,129556.523,21.593
0x0a95d08bb7273830bf2859106821f8982228dff74a9dd27d37a1e3742ac2bdd3,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,5599,0.933
0x0e653a8e2517ee234bfae2e2c4b2a87c16dcbb9b94d5614a64913bda4d1a6b2f,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,2743,0.457
0x57af8170a78e9974e69a4f901c68e5b83bd2d3256de7f08f1fd9731fc3718815,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,17398.9,2.900
0xcf958f4deb597aab9c85726410a69bcc38d733d5c2db3d0a9f4448001cb87ce2,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,5481.356,0.914
0x3b899926056c9998478b242d4402e2d6d5332557c62b68165227b93cc4743aa7,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,665,0.111
0x7c648a60c2b765eac659aeceb131e945cae7f55d5e3e7cc416862c95bf2a3197,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,11198.9,1.866
0x31c196e2c13fab1b853eeae2da366586906b1dc0abd42e5f2d34aa7365263ec1,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,27997.9,4.666
0x64296c4580d324feeae41e6b8b098b4f46653ce208bae21e28c10dd88c737216,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,50999.6,8.500
0xf40f8bca9fe7562f82543a95fc16040a3ec703fcee0872702b871abd98d763d1,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,47508,7.918
0xee486fcfe1949721f720161089dd29f4bb82473904472fe6e8732d33b90a3076,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,11199,1.867
0x01a5d4d2ccdca8e31360f952d7811dc8187822b980c427c5d61f50e76d6ac450,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,99999,16.667
0xda673e36024d4a92dc793489f20f5b7d9b7790e3e7df676826673917b918964e,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,11198,1.866
0xaab0f06b387c5c334fe8d972b3822c290b9e84c06c289dcdb9df936ddfb5802a,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,24009,4.002
0x60de479c56c0819ebe07667e7d2c8a07d0d430956f01a2fc3186bea79ba623f8,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,11498.9,1.916
0x2dfe196f698721e55deb97d7c741396dff0754fdeee4f30b58c581373144c157,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,22398.9,3.733
0x17f67edae07f996c60e3ec611501473389ce9878c535476627e5cfb26f491cb5,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,1995,0.333
0xb9897e89b7c349e89000d0e08587289f73f515cf5b154208e46ec79e0485418d,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,29988.079,4.998
0x632cc73dc21e53351dd063c54f28edcae93884d3cf1935255080880e58ef21de,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,49738,8.290
0x4b0b6365600bfa4225c7d520670d7dec824d7532757a314c00552ca4d04bd6be,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,11710,1.952
0x54da0c59919080bf609da1a89d567e7f2022deb4471cbf282054a0f4a7e809e7,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,5597,0.933
0x8f4362241c131c592942f883d1abe08cf58b44e6ebae69d0a06e347ffd2abe5e,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,27998.8,4.666
0x763f5f4b852cc58d88f23df1e1b01f911935d0f9aa4191993415d950a3eb152b,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,5537.4,0.923
0xf2965a37524b78bf4210ce9df703583b8b4d693b64b7db14baf7e9c1cad88a26,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,71938,11.990
0xa6e48d1079c045b3b2785eb526442c9525818c28ecb3b27ebf69184d0c1ec45d,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,25983,4.331
0x51d8b5c83aa05b6d31da9cf9161435f05c9ef2ea0974fdb031b8a3bd470dcae3,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,5598.9,0.933
0x7eccdb3c516b8a18b5e5506d14474b98935aaffd5235ba20b98bd8458a299823,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,5531.7,0.922
0x1d63f8abd653da0cf58fbedc165d13a7841885f5155d9fcba58f60e541c8bf9a,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,27998.9,4.666
0x9fa9e39f4b9cd0e077c474b35a4cf21ad6adc78e1a922ca6c2f21d3246f55689,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,30066.42,5.011
,,,总计要打给biter eth:336.90
,,,
0x16e5f42dd3cded3a88f4a670310d92611f27438756a778c9eda11d76621a519a,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,27998,4.666
0xe8b490092154b3bc8f118ad48cceb015dc7821f7a177592eea40d01e8921a272,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,9999,1.667
0x21108017e1bd9f262fca631af6d667e62103d4a46d7b974eba6ace18f853d33a,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,25423.1544,4.237
0xc629dd51a076844ede17dd63fdcacd2123a3182601a72599bfad20c8984cb0f0,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,12056,2.009
0xf9542bced838ed6bb588b4194be772cc405560c8127e02b712f0e1d0914a4bf4,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,2169.2903,0.362
0x70067d2cca00d3560e27a4c68ee3f524b3b0654ea9cfa95ccae586c55e6f8126,0x69ea6b31ef305d6b99bb2d4c9d99456fa108b02a,53999,8.990
,,,官网已退eth:21.931(用户多打我们已退还部分)
